Governate_Name_English,Governate_Name_Arabic,Governate_Latitude,Governate_Longitude,Wallyat_Name_English,Wallyat_Name_Arabic,Wallyat_Latitude,Wallyat_Longitude,Village_Name_English,Village_Name_Arabic,Village_Latitude,Village_Longitude
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al mazrae Al hadri,المزرع الحدري,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al qariha,القريحة,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al Rraje,الرجع,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al shjyeyh,الشجيعيه,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al walajah,الولجه,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al washil,الوشيل,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al washl,الوشل,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al zzahia,الزاهية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Al zzarafia,الزرافية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Albustan,البستان,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Alhamrya,الحمرية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Alwattayah,الوطية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Amrat,العامرات,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Baei,بعي,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Bit Alfalj,بيت الفلج,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Corniche,الكورنيش,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Darsit,دارسيت,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Darsit Al gharbia,دارسيت الغربية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Darsit Al sharqiah,دارسيت الشرقية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Darsit Al ssahil,دارسيت الساحل,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Darsit Al ttawyan,دارسيت الطويان,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Eayanat,عينت,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Gharifah,غريفه,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Harat Al ddkkh,حارة الدكة,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Harat Al hnwd,حارة الهنود,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Harat Al shamal,حارة الشمال,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Harat Kambar,حارة كمبار,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hay Al mina,حي الميناء,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al huna,حلة الهنا,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al jabal,حلة الجبل,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al qasasib,حلة القصاصيب,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al rrahabayn,حله الرحبين,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al rrahma,حلة الرحمة,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al saghah,حلة الصاغة,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Al ssad,حلة السد,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Hullat Almuashira,حلة المعاشرة,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Jabruh,جبروه,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Jahalut,جحلوت,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Jahlut Al hashia,جحلوت الحشية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Jaydan,جيدان,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,kawhabun,كوهبون,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Mina Alfahal,ميناء الفحل,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Mumtaz,ممتاز,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Mutarrah Al kubraa,مطرح الكبرى,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Mutirah,مطيرح,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Mutrah,مطرح,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Nazimwia,نازيمويا,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Qurum ,القرم,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Ras Al hamra,راس الحمراء,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Rrabiat Al qurum,رابية القرم,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Ruwi,روي,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Samakat,سمكت,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Shatayfi,شطيفي,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Suar Al llawatia,سور اللواتيا,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Tawyan,طويان,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,The old airport,المطار القديم,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Wadi Adi,وادي عدي,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Wadi Al mih,وادي الميح,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Wadi Al ssirin,وادي السرين,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Wadi Hatat,وادي حطاط,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Wadi Kabir,الوادي الكبير,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Muttrah,مــطــرح,23.617276,58.557239,Zbadih,زبادية,23.617276,58.557239
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Abayah,عباية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Afyah,العافية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Aqbah,العقبة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Arosiah,العروسيه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Atab,العتب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Batha,البطحاء,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al dhahir,الظاهر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al eaynayn,العينين,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Fajj,الفج,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Fayyad,الفياض,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Fulayj,الفليج,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Habubiyah,الهبوبية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al hajir,الحاجر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Hamamiyat,الحماميات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al hulu,الحلو,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Jarf,الجرف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al jinin,الجنين,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Jirayfat,الجريفات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Jiwayniz,الجوينيز,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al karib,الكريب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al khubar,الخوبار,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Lismu,اللصمو,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al maeali,المعالي,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Maghrah,المغره,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Marfas,المرفس,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al marruh,المره,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Mathqab,المثقب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Mazari,المزارع,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al dhahir,المزارع الظاهر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al ghabiruh,المزارع الغبيره,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al husun,المزارع الحصن,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al jazir,المزارع الجزير,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al qarya,المزارع القرية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie Al sayh,المزارع السيح,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mazarie munsifat,المزارع منسفت,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al mielah,المعلاه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Misfah,المسفاه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Mitqablat,المتقابلات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al msylh,المسيلة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Qabil,القابل,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al qallaf,القلاف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al ramla,الرملة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al sahil,الساحل,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al samir Al sharqia,السمير الشرقية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al sayh,السيح,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al shaebia,الشعبية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Sharradi,الشرادي,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al shuhbari,الشهباري,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,AL Sifah,السيفه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al suq,السوق,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,AL twynah,الطونيه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al wustaa,الوسطى,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Al Ya,الياء,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Alm khasrat,المخصرات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,An Nikhaylat,النخيلات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Ar Rahbah,الرحبة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Arqi,عرقي,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,As Sawaqim,السواقم,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,As Silayfi,الصليفي,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,As Silil,السليل,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,As Sumayr,السمير الغربية,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,As Suwayh,السويح,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,At Tabah,الطابه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,At Turayf,الطريف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Bamah,بمه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al bilad,دغمر البلاد,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al falie,دغمر الفالع,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al hajir,دغمر الحاجر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al jnah,دغمر الجناه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al khubar,دغمر الخوبار,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al munayzif,دغمر المنيزف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al najmayh,دغمر النجميه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Al wayz,دغمر الويز,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Muhadin,دغمر مهادن,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Daghmar Slan,دغمر صلان,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Dghamr,دغمر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Dibab,ضباب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Eafa,عفا,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Eafaa,عفاء,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Eumq Al rabukh,عمق الربوخ,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Eumq Al rrabakh,عمق الرباخ,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Falaj At Turayf,فلج الطريف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Fayq,فيق,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Fins,فنس,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hay Al dhahir,حي الظاهر,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hayfadh,حيفظ,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hayl Al Ghaf,حيل الغاف,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hayl Al Qawasim,حيل القواسم,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hayl At Tuwaynah,حيل الطوينة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hiraymah,حريمة,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hullat Al husun,حلة الحصن,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hullat Al suq,حلة السوق,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Hullat Alddurs,حلة الضرس,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,kabakab,كبكب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,kullyat,كليات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Makhadah,مخاضه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Manzal Hatt,منزل حت,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Mawal,معول,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Mihya,محياء,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Munqas,منقص,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Qatar,قطار,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Qayd,قيد,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Qurayyat,قريات,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Salmah,سلماه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Sawqah,سوقه,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Sayh Mwyght,سيح مويغط,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Shad,شاد,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Siya,صياء,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Taab,تعب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Thab,ثب,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Umq,عمق,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Wadi Al Arbiyin,وادي العربيين,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Wadi Al Harim,وادي الحريم,23.2651575,58.9034363
Muscat,محافظة مسقط,23.5880307,58.3828717,Quriyat,قريات,23.2651575,58.9034363,Wasal,وسال,23.2651575,58.9034363
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Abu Id,ابو عيد,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Abu Kishah,ابو كشة,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Abu Midayk,ابو مديك,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Abu Silayb,ابو صليب,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Abu Sulb,ابوصلب,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Ad Dawh,الدوح,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Ad Dawi,الضوي,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Ad Dili,الضلع,22.5731722,58.1266614
North Al-Sharqiya,محافظة شمال الشرقية,22.7141196,58.5308064,Al-Mudhaibi,المضيبي,22.5731722,58.1266614,Adh Dhifayrat,الظفيرات,22.5731722,58.1266614
